번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g)
152,밥류,볶음밥(서울),400,640,101.28,20.5,17.18,2.42,1215.34,126.36,5.1,0.18
153,밥류,볶음밥(전라도),400,888,126.64,19.68,33.54,0,1256.63,172.14,20.78,0.55
154,밥류,볶음밥(충청도),400,848,126.74,18.81,29.47,0.01,1511.37,181.74,11.92,0.34
155,밥류,김치볶음밥,500,754.74,120,23.06,20.28,4.28,1791.99,152.55,7.1,0.17
156,밥류,김치볶음밥(강원도),500,805,120.46,21.84,26.2,7.39,1860,172.72,9.12,0.1
157,밥류,김치볶음밥(경기도),500,780,127.4,20.15,20.92,2.96,1658.17,141.62,4.72,0.24
158,밥류,김치볶음밥(경상도),500,760,124.92,25.12,17.62,1.84,1745.82,121.31,14.66,0.29
159,밥류,김치볶음밥(서울),500,720,115.22,25.67,17.16,3.57,2099.74,208.86,3.72,0.08
160,밥류,김치볶음밥(전라도),500,700,102.82,27.38,20.09,3.22,1463.66,152.94,6.06,0.1
161,밥류,김치볶음밥(충청도),500,765,129.18,18.24,19.66,6.73,1924.54,117.86,4.32,0.21
162,밥류,새우볶음밥,400,700.02,112.86,17.92,19.66,1.2,1395.06,149.36,3.96,0.07
163,밥류,새우볶음밥(강원도),400,708,121.17,16.85,17.45,1.38,1225.07,125.72,4.42,0.07
164,밥류,새우볶음밥(경기도),400,676,109.86,17.91,18.22,0.77,1335.17,134.23,3.59,0.09
165,밥류,새우볶음밥(경상도),400,648,102.3,19.14,18,2.97,1542.69,218.65,4.89,0
166,밥류,새우볶음밥(서울),400,752,113.46,18.4,24.92,0.42,1194.54,138.43,4.11,0.14
167,밥류,새우볶음밥(전라도),400,680,100.73,19.17,22.1,1.07,1439.99,153.67,3.9,0.1
168,밥류,새우볶음밥(충청도),400,736,129.62,16.04,17.25,0.58,1632.93,125.44,2.84,0
169,밥류,해물볶음밥,400,705.22,90.46,25.1,27,1.22,1074.35,241.8,5.38,0.15
170,밥류,해물볶음밥(강원도),400,728,94.9,28.93,26.05,0.22,1217.88,266.46,5.42,0.15
171,밥류,해물볶음밥(경기도),400,716,80.38,29.13,30.67,0.3,993.54,348.61,5.85,0.18
172,밥류,해물볶음밥(경상도),400,748,104.04,24.62,25.78,0,971.44,190.01,5.66,0.15
173,밥류,해물볶음밥(서울),400,684,76.31,22.57,31.94,4.1,1112.84,253.64,6.04,0.18
174,밥류,해물볶음밥(전라도),400,620,82.37,20.78,22.98,2.32,1179.1,136.83,4.2,0.12
175,밥류,해물볶음밥(충청도),400,740,104.76,24.6,24.56,0.4,971.28,255.28,5.12,0.13
176,밥류,오므라이스,450,729.97,112.45,21.52,21.56,10.35,1483.37,206.32,5.8,0.08
177,밥류,오므라이스(강원도),450,796.5,108.45,17.43,32.49,13.97,1582.04,186.99,8.96,0.04
178,밥류,오므라이스(경기도),450,724.5,120.2,20.78,18.03,8.53,1277.66,247.6,5.93,0.11
179,밥류,오므라이스(경상도),450,670.5,117.68,20,13.55,18.33,1405.7,178.94,3.47,0.04
180,밥류,오므라이스(서울),450,733.5,114.3,21.97,20.87,7.69,1374.62,284.18,4.48,0.06
181,밥류,오므라이스(전라도),450,661.5,101.99,27.19,15.98,5.54,1669.74,190.52,5.61,0.08
182,밥류,오므라이스(충청도),450,792,112.1,21.75,28.46,8.02,1590.44,149.71,6.39,0.12
183,밥류,삼선볶음밥,400,686.11,85.75,26.24,26.46,1.58,1213.56,326.52,6.33,0.15
184,밥류,삼선볶음밥(강원도),400,676,84.72,27.46,25.36,0.74,1470.1,347.09,8.86,0.24
185,밥류,삼선볶음밥(경기도),400,568,77.76,21.97,18.64,5.49,1419.04,314.42,5.71,0.17
186,밥류,삼선볶음밥(경상도),400,724,93.44,27.78,26.41,0.62,1214.14,307.3,5.68,0.16
187,밥류,삼선볶음밥(서울),400,708,90.74,24.49,27.48,0.82,917.94,320.13,6.44,0.04
188,밥류,삼선볶음밥(전라도),400,716,77.83,28.65,32.24,1.81,983.47,313.9,5.23,0.14
189,밥류,삼선볶음밥(충청도),400,728,90.03,27.06,28.64,0,1276.7,356.29,6.07,0.17
190,밥류,비빔밥,500,706.62,114.83,19.92,18.62,25.66,1337.1,111.13,3.84,0.12
191,밥류,비빔밥(강원도),500,850,94.9,22.6,42.27,17.28,1341.24,86.94,6.46,0.11
192,밥류,비빔밥(경기도),500,635,122.28,19.14,7.94,35.87,1524.65,126.98,2.7,0.12
193,밥류,비빔밥(경상도),500,695,109.9,18,20.24,17.27,1281,130.2,4.31,0.08
194,밥류,비빔밥(서울),500,670,116.56,21.35,13.24,22.01,1302.76,126.52,3.06,0.12
195,밥류,비빔밥(전라도),500,685,123.08,21.09,11.9,18.8,1418.54,111.92,2.66,0.08
196,밥류,비빔밥(충청도),500,705,122.26,17.36,16.16,42.68,1154.45,84.2,3.9,0.18
197,밥류,육회비빔밥,450,679.7,96.18,29.18,19.8,12.03,935.91,115.98,4.2,0.19
198,밥류,육회비빔밥(강원도),450,666,88.65,29.37,21.77,15.73,1004.63,66.96,4.32,0.22
199,밥류,육회비빔밥(경기도),450,702,104.86,26.68,19.52,10.28,790.24,118.78,3.79,0.16
200,밥류,육회비빔밥(경상도),450,639,86.44,29.82,19.22,12.49,996.23,102.34,4.1,0.17
201,밥류,육회비빔밥(서울),450,661.5,99.59,28.82,16.27,9.09,1023.89,98.62,3.54,0.2
202,밥류,육회비빔밥(전라도),450,697.5,99.39,31.45,19.48,10.41,1026.97,198.03,4.15,0.21
203,밥류,육회비빔밥(충청도),450,711,98.18,28.98,22.55,14.19,773.53,111.18,5.31,0.18
204,밥류,생선초밥(광어),300,453.78,77.55,27.07,3.92,7.7,808.75,46.74,1.06,0.02
205,밥류,생선초밥(광어)(강원도),300,465,89.64,19.96,3.04,5.33,750.06,48.8,0.89,0.01
206,밥류,생선초밥(광어)(경기도),300,462,80.18,25.63,4.43,15.33,803.77,48.72,1.48,0.07
207,밥류,생선초밥(광어)(경상도),300,435,75.85,26.56,2.71,4.88,862.61,45.99,1.22,0.01
208,밥류,생선초밥(광어)(서울),300,444,67.79,35.09,3.74,5.59,831.29,48.5,1.06,0.01
209,밥류,생선초밥(광어)(전라도),300,465,72.85,27.63,6.99,7.88,673.05,44,0.74,0.02
210,밥류,생선초밥(광어)(충청도),300,450,78.98,27.55,2.62,7.2,931.73,44.45,0.93,0.01
211,밥류,생선초밥(모듬),300,461.97,76.43,25.42,6.06,8.65,968.94,70.88,1.51,0.04
212,밥류,생선초밥(모듬)(강원도),300,426,68.96,27.71,4.26,4.18,927.01,71.18,1.08,0.02
213,밥류,생선초밥(모듬)(경기도),300,453,81.68,22.97,3.79,16.04,1052.24,79.53,1.82,0.11
214,밥류,생선초밥(모듬)(경상도),300,465,78.35,22.31,7.04,7.48,891.16,61.2,1.41,0.01
215,밥류,생선초밥(모듬)(서울),300,474,72.76,28.06,8,7.03,961.15,68.38,1.62,0.06
216,밥류,생선초밥(모듬)(전라도),300,474,79.7,27.27,5.06,7.97,844.9,50.12,1.58,0.02
217,밥류,생선초밥(모듬)(충청도),300,480,77.13,24.21,8.22,9.19,1137.18,94.84,1.57,0.02
218,밥류,농어초밥,250,396.74,78.75,17.43,1.34,13.01,1035.04,26.5,0.65,0.02
219,밥류,농어초밥(강원도),250,397.5,79.5,18.61,0.58,12.72,971.63,26.42,0.32,0.01
220,밥류,농어초밥(경기도),250,392.5,77.07,16.66,1.95,14.6,1036.34,26.6,0.9,0.02
221,밥류,농어초밥(경상도),250,392.5,80.29,15.51,1.04,12.87,1066.4,23.98,0.5,0.02
222,밥류,농어초밥(서울),250,372.5,63.16,23.39,3.04,10.13,894.3,37.55,1.04,0.04
223,밥류,농어초밥(전라도),250,420,88.58,15.86,0.36,16.16,1089.57,21.42,0.62,0.03
224,밥류,농어초밥(충청도),250,402.5,83.88,14.56,1.06,11.58,1151.98,23,0.53,0.02
225,밥류,문어초밥,250,392.23,81.78,14.62,0.74,13.38,1200.86,70.08,0.35,0
226,밥류,문어초밥(강원도),250,375,78.43,13.62,0.86,9.82,1117.45,61.64,0.32,0
227,밥류,문어초밥(경기도),250,375,77.58,14.14,0.95,15.11,1243.6,66.78,0.35,0
228,밥류,문어초밥(경상도),250,380,79.7,14.61,0.4,14.29,1133.31,89.2,0.28,0
229,밥류,문어초밥(서울),250,362.5,70.12,18.51,0.92,9.24,1176.03,70.6,0.36,0
230,밥류,문어초밥(전라도),250,440,94.63,13.48,0.94,18.51,1240.94,76.94,0.39,0
231,밥류,문어초밥(충청도),250,417.5,90.21,13.33,0.37,13.32,1293.86,55.34,0.38,0
232,밥류,연어초밥,250,447.32,71.04,18.88,9.74,12.88,1064.38,32.05,1.84,0.06
233,밥류,연어초밥(강원도),250,427.5,71.18,17.84,7.94,5.5,998.39,29.66,1.55,0.05
234,밥류,연어초밥(경기도),250,432.5,70.62,18.65,8.36,16.27,1125.49,30.78,1.57,0.04
235,밥류,연어초밥(경상도),250,447.5,72.42,17.7,9.72,16.18,1064.04,30.67,1.76,0.06
236,밥류,연어초밥(서울),250,487.5,54.48,23.6,19.5,8.34,931.77,44.36,3.2,0.12
237,밥류,연어초밥(전라도),250,442.5,82.91,17.59,4.6,19.02,1141.03,26.22,1.34,0.04
238,밥류,연어초밥(충청도),250,445,74.61,17.92,8.3,11.99,1125.6,30.61,1.59,0.04
239,밥류,새우초밥,250,387.67,78.42,16.8,0.75,11.66,1110.29,72.64,0.55,0.01
240,밥류,새우초밥(강원도),250,382.5,77.51,17.22,0.4,7.88,1023.21,75.85,0.32,0
241,밥류,새우초밥(경기도),250,390,78.15,16.36,1.3,14.85,1213.13,69.45,0.34,0
242,밥류,새우초밥(경상도),250,405,85.46,14.89,0.28,10.98,1009.28,62.66,0.36,0
243,밥류,새우초밥(서울),250,372.5,72.77,19.27,0.46,8.83,1101.48,76.48,1.45,0.04
244,밥류,새우초밥(전라도),250,400,81.17,16.4,1.2,16.63,1144.15,76.04,0.42,0.01
245,밥류,새우초밥(충청도),250,377.5,75.47,16.68,0.86,10.74,1170.52,75.4,0.44,0
246,밥류,장어초밥,250,486.26,80.68,16.52,10.83,13.68,1270.91,102.77,2.91,0.1
247,밥류,장어초밥(강원도),250,482.5,80.04,18.98,9.6,14.36,1197.97,115.63,2.91,0.11
248,밥류,장어초밥(경기도),250,470,83.62,15.38,8.29,17.16,1295.82,75.61,1.94,0.06
249,밥류,장어초밥(경상도),250,492.5,84.67,13.94,11.03,14.63,1152.62,84.42,3.21,0.1
250,밥류,장어초밥(서울),250,520,71.74,21.63,16.35,10.74,1295.92,180.53,4.38,0.17
251,밥류,장어초밥(전라도),250,467.5,82.29,14.07,9.18,11.18,1295.34,92.3,2.5,0.09
252,밥류,장어초밥(충청도),250,482.5,81.72,15.12,10.53,13.99,1387.8,68.16,2.53,0.08
253,밥류,한치초밥,250,374.18,77.92,13.71,0.85,13.13,1199.31,100.06,0.45,0
254,밥류,한치초밥(강원도),250,362.5,76.88,13.21,0.28,8.27,1041.91,76.48,0.55,0
255,밥류,한치초밥(경기도),250,382.5,81.34,12.46,0.71,14.89,1206.54,89.37,0.38,0
256,밥류,한치초밥(경상도),250,372.5,77.4,13.5,1.04,13.94,1180.13,99.16,0.42,0
257,밥류,한치초밥(서울),250,342.5,65.97,18.23,0.65,9.33,1243.62,154.62,0.44,0
258,밥류,한치초밥(전라도),250,397.5,85.15,12.32,0.97,20.35,1256.64,89.42,0.45,0
259,밥류,한치초밥(충청도),250,387.5,80.8,12.54,1.44,12,1267.02,91.33,0.46,0
260,밥류,유부초밥,250,446.33,82.31,12.46,7.48,10.67,1046.16,2.47,1.53,0.04
261,밥류,유부초밥(강원도),250,470,76.53,10.18,13.71,5.9,974.89,6.06,3.3,0.08
262,밥류,유부초밥(경기도),250,445,80.76,12.24,8.1,9.93,889.41,0.08,1.31,0.04
263,밥류,유부초밥(경상도),250,430,82.72,12.16,5.62,9.88,953.1,1.8,1.01,0.03
264,밥류,유부초밥(서울),250,460,81.23,15.2,8.25,13.9,1128.98,0.15,0.93,0.01
265,밥류,유부초밥(전라도),250,437.5,89.77,12.91,2.99,13.49,1137.94,0.6,1.2,0.05
266,밥류,유부초밥(충청도),250,435,82.83,12.05,6.2,7.24,1192.68,6.15,1.43,0.05
267,밥류,잡채밥,650,884.66,159.47,19.49,18.76,2.76,1908.24,22.21,9.67,0.29
268,밥류,잡채밥(강원도),650,962,173.39,18.33,21.59,2.1,1691.52,18.67,13.01,0.39
269,밥류,잡채밥(경기도),650,858,151.11,17.31,20.14,3.97,2039.96,37.8,16.84,0.38
270,밥류,잡채밥(경상도),650,825.5,163.65,17.18,11.23,2.13,1748.26,12.75,9.4,0.21
271,밥류,잡채밥(서울),650,858,160.57,19.55,15.07,1.2,1774.4,15.42,3.09,0.21
272,밥류,잡채밥(전라도),650,923,153.43,23.78,23.84,2.69,2135.02,20.63,7.96,0.48
273,밥류,잡채밥(충청도),650,890.5,154.65,20.79,20.68,4.47,2060.27,27.99,7.73,0.06
274,밥류,잡탕밥,750,777.44,104.94,44.12,20.14,0.48,2109.52,329.86,4.06,0.12
275,밥류,잡탕밥(강원도),750,795,95.69,45.53,25.17,0.98,1607.14,314.89,4.69,0.12
276,밥류,잡탕밥(경기도),750,787.5,116.62,38.39,18.2,0.52,2027.01,285.87,3.19,0.13
277,밥류,잡탕밥(경상도),750,727.5,108.31,44.77,12.85,0,2301.46,272.6,4.39,0.04
278,밥류,잡탕밥(서울),750,817.5,82.66,44.8,34.28,0.65,2435.88,430.82,4.58,0.22
279,밥류,잡탕밥(전라도),750,772.5,106.93,44.86,18.14,0.74,2010.02,394.21,4.81,0.16
280,밥류,잡탕밥(충청도),750,772.5,119.41,46.37,12.19,0,2275.6,280.73,2.75,0.07
281,밥류,자장밥,500,741.66,120.06,15.24,22.28,5.37,1560.38,26.44,8.56,0.16
282,밥류,자장밥(강원도),500,710,135.8,15.46,11.48,5.88,1522.64,17.82,10.44,0.24
283,밥류,자장밥(경기도),500,725,135.12,11.86,15.43,8.1,1342.04,18.59,3,0.04
284,밥류,자장밥(경상도),500,740,114.24,14.38,25.32,2.8,1633.81,16.14,10.72,0.22
285,밥류,자장밥(서울),500,770,107.8,23.14,27.33,5.58,1423.38,35.78,4.73,0.12
286,밥류,자장밥(전라도),500,760,109.89,16.77,28.26,4.44,1512.54,17.9,13.56,0.32
287,밥류,자장밥(충청도),500,740,117.48,9.8,25.85,5.42,1927.88,52.38,8.9,0.06
288,밥류,카레라이스,500,672,126.01,13.49,12.66,4.97,1089.16,6.98,3.68,0.08
289,밥류,카레라이스(강원도),500,765,130.46,13.3,21.22,0.94,1163.38,10.14,6.97,0.16
290,밥류,카레라이스(경기도),500,625,129,14.42,5.66,1.62,1105.8,7.94,3.41,0.1
291,밥류,카레라이스(경상도),500,635,134.58,13.13,4.88,1.66,1152.06,6.08,3.86,0.07
292,밥류,카레라이스(서울),500,705,105.58,14.52,24.72,2.12,1069.32,4.52,1.78,0.03
293,밥류,카레라이스(전라도),500,625,136.82,12.9,2.66,22.68,1027.98,2.68,2.75,0.06
294,밥류,카레라이스(충청도),500,680,119.62,12.68,16.86,3.62,1016.4,10.58,3.34,0.07
295,밥류,알밥,400,618.5,116.78,14.59,10.34,0.92,1339.31,84.39,2.49,0.1
296,밥류,알밥(강원도),400,556,105.94,14.36,8.23,2.55,1316.98,93.22,1.61,0.09
297,밥류,알밥(경기도),400,660,116.46,10.87,16.88,0.46,1451.94,81.62,2.66,0.17
298,밥류,알밥(경상도),400,652,123.42,15.98,10.65,0.15,1474.14,86.67,3.34,0.02
299,밥류,알밥(서울),400,636,124.11,14.91,8.8,0,1383.19,83.7,2.14,0.1
300,밥류,알밥(전라도),400,620,115.51,17.46,9.59,1.91,1113.32,82.55,2.72,0.2
301,밥류,알밥(충청도),400,588,115.22,13.96,7.87,0.45,1296.27,78.56,2.48,0.04
302,밥류,짬뽕밥,900,661.76,110.85,29.05,11.35,2.47,2813.26,251.3,2.42,0.04
303,밥류,짬뽕밥(강원도),900,648,119.28,23.92,8.51,0.98,3175.31,133.74,2.13,0.06
304,밥류,짬뽕밥(경기도),900,612,109.58,26.85,7.8,2.54,2794.68,253.92,2.08,0.04
305,밥류,짬뽕밥(경상도),900,648,97.18,31.1,14.71,2,2534.89,241.72,2.46,0.04
306,밥류,짬뽕밥(서울),900,684,110.17,28.73,14,4.04,2606.94,290.84,2.61,0.08
307,밥류,짬뽕밥(전라도),900,675,101.43,34.56,14.98,2.79,2928.73,372.28,3.45,0.05
308,밥류,짬뽕밥(충청도),900,702,127.46,29.16,8.09,2.43,2839.06,215.3,1.81,0.01
309,밥류,오곡밥,250,390,82.25,12,1.25,0.25,113.9,0,0.5,0
310,밥류,새우튀김롤,300,606.5,96.28,14.47,18.17,11.14,1391.43,55.88,3.41,0.11
311,밥류,새우튀김롤(강원도),300,612,88.61,13.33,22.76,1.97,1415.65,51.33,4.44,0.2
312,밥류,새우튀김롤(경기도),300,627,98.66,14.03,19.72,14.33,1183.78,53.83,3.6,0.1
313,밥류,새우튀김롤(경상도),300,549,95.72,14.46,12.07,11.7,1617.06,78.32,2.34,0.07
314,밥류,새우튀김롤(서울),300,645,103.08,15.29,19.04,11.62,1299.28,40.94,2.67,0.08
315,밥류,새우튀김롤(전라도),300,570,90.25,15.08,16.5,16.97,1406.11,58.72,3.33,0.11
316,밥류,새우튀김롤(충청도),300,633,101.37,14.62,18.92,10.27,1426.7,52.11,4.06,0.15
317,밥류,연어롤,300,510.19,74.32,18.57,15.4,8.47,1211.9,61.97,2.83,0.1
318,밥류,연어롤(강원도),300,534,73.26,19.47,18.17,2.62,1213.64,65.87,3.55,0.15
319,밥류,연어롤(경기도),300,495,70.83,18.4,15.25,8.38,1241.59,73.99,2.04,0.04
320,밥류,연어롤(경상도),300,462,80.5,18.18,7.45,11.77,1198.77,41.62,1.62,0.05
321,밥류,연어롤(서울),300,543,65.78,21.45,21.59,3.59,1103.99,89.82,3.8,0.16
322,밥류,연어롤(전라도),300,492,82.8,16.96,10.49,14.76,1322.46,47.38,2.43,0.11
323,밥류,연어롤(충청도),300,534,72.74,16.96,19.47,9.69,1190.97,53.16,3.52,0.11
324,밥류,캘리포니아롤,300,487.64,89.23,12.33,9.04,8.9,1295.88,65.96,2.14,0.05
325,밥류,캘리포니아롤(강원도),300,459,87.44,11.82,6.74,0.5,1221.61,61.85,2.22,0.06
326,밥류,캘리포니아롤(경기도),300,468,86.18,11.59,8.52,9.94,1135.58,69.74,1.73,0.04
327,밥류,캘리포니아롤(경상도),300,483,94.66,13.06,5.9,12.03,1530.5,54.93,1.44,0.03
328,밥류,캘리포니아롤(서울),300,489,84.55,12.4,11.16,9.07,1259.9,86.26,2.28,0.05
329,밥류,캘리포니아롤(전라도),300,531,93.24,12.5,12.02,13.04,1155.85,60.86,3.2,0.08
330,밥류,캘리포니아롤(충청도),300,498,89.29,12.62,9.93,8.84,1471.82,62.1,1.97,0.06
331,빵 및 과자류,꽈배기,65,262.38,30.7,5.13,13.23,7.02,279.94,12.36,4.51,0.12
332,빵 및 과자류,꽈배기(강원도),65,258.7,29.85,5.09,13.19,7.02,273.87,12.08,6.12,0.23
333,빵 및 과자류,꽈배기(경기도),65,258.7,30.72,4.63,13,7.57,314.41,15.42,0.43,0
334,빵 및 과자류,꽈배기(경상도),65,245.05,33.93,4.74,10.04,7.05,264.02,13.5,4.84,0.1
335,빵 및 과자류,꽈배기(서울),65,262.6,30.34,5.87,13.08,7.36,233.98,10.93,3.02,0.12
336,빵 및 과자류,꽈배기(전라도),65,265.2,31.31,5.21,13.27,6.5,298.71,12.18,6.22,0.17
337,빵 및 과자류,꽈배기(충청도),65,284.05,28.02,5.24,16.81,6.64,294.66,10.07,6.43,0.1
338,빵 및 과자류,찹쌀도우넛,70,207.05,39.95,3.53,3.68,12.13,242.99,1.16,1.95,0.04
339,빵 및 과자류,찹쌀도우넛(강원도),70,209.3,39.74,3.97,3.84,11.26,225.77,0.58,2.81,0.06
340,빵 및 과자류,찹쌀도우넛(경기도),70,202.3,39.78,3.3,3.36,11.84,242.82,0.47,0.98,0.01
341,빵 및 과자류,찹쌀도우넛(경상도),70,201.6,41.21,3.1,2.67,13.72,249.81,0.46,1.82,0.04
342,빵 및 과자류,찹쌀도우넛(서울),70,205.1,38.68,4.27,3.7,12.62,211.29,1.58,1.26,0.02
343,빵 및 과자류,찹쌀도우넛(전라도),70,216.3,40.52,3.21,4.6,10.93,295.52,0.67,2.26,0.05
344,빵 및 과자류,찹쌀도우넛(충청도),70,207.9,39.8,3.31,3.91,12.39,232.75,8.63,2.58,0.08
345,빵 및 과자류,만주,70,222.49,46.8,5.13,1.64,22.45,118.19,15.67,0.91,0.04
346,빵 및 과자류,만주(강원도),70,220.5,46.98,5.39,1.25,22.94,112.6,16.23,0.69,0.02
347,빵 및 과자류,만주(경기도),70,221.2,47.87,4.92,1.16,22.23,123.2,10.14,0.71,0.04
348,빵 및 과자류,만주(경상도),70,217,44.95,5.12,1.84,21.03,140.36,17.49,0.84,0.03
349,빵 및 과자류,만주(서울),70,223.3,48.33,5.11,1.06,24.79,94.59,15.07,0.75,0.04
350,빵 및 과자류,만주(전라도),70,229.6,45.66,5.11,2.97,24.35,61.32,23.72,1.6,0.1
351,빵 및 과자류,만주(충청도),70,222.6,47.03,5.14,1.57,19.38,177.05,11.39,0.88,0.03
352,빵 및 과자류,머핀,130,560.71,69.29,7.37,28.23,39.5,407.17,71.21,5.24,0.13
353,빵 및 과자류,머핀(강원도),130,556.4,68.88,7.37,28,35.17,387.32,47.01,8.75,0.2
354,빵 및 과자류,머핀(경기도),130,570.7,70.57,7.37,28.84,39.58,423.52,90.46,3.69,0.14
355,빵 및 과자류,머핀(경상도),130,547.3,69.49,7.37,26.61,37.58,405.65,75.45,5.33,0.12
356,빵 및 과자류,머핀(서울),130,568.1,65.87,7.1,30.65,40.8,401.43,89.02,3.97,0.1
357,빵 및 과자류,머핀(전라도),130,573.3,70.2,7.48,29.23,44.69,416.2,61.32,4.53,0.09
358,빵 및 과자류,머핀(충청도),130,547.3,70.73,7.51,26.06,39.19,408.91,63.98,5.15,0.15
359,빵 및 과자류,베이글,120,335.48,68.66,12.52,1.2,8.43,556,1.62,0.79,0.04
360,빵 및 과자류,베이글(강원도),120,337.2,67.61,13.34,1.5,9.06,563.51,1.52,0.93,0.04
361,빵 및 과자류,베이글(경기도),120,334.8,68.51,11.96,1.42,7.25,574.45,1.59,0.97,0.05
362,빵 및 과자류,베이글(경상도),120,333.6,68.99,13.38,0.47,10.86,528.02,0,0.45,0.02
363,빵 및 과자류,베이글(서울),120,338.4,69.89,11.26,1.56,8.31,523.71,3.08,1.07,0.06
364,빵 및 과자류,베이글(전라도),120,342,69.76,11.81,1.7,7.27,539.1,3.54,0.85,0.03
365,빵 및 과자류,베이글(충청도),120,326.4,67.17,13.37,0.54,7.83,607.21,0,0.44,0.02
366,빵 및 과자류,곰보빵,70,277.34,42.16,6.31,9.27,11.73,202.25,23.59,4.63,0.21
367,빵 및 과자류,곰보빵(강원도),70,270.9,41.68,6.44,8.7,13.75,227.73,24.99,3.39,0.21
368,빵 및 과자류,곰보빵(경기도),70,277.9,41.5,6.23,9.63,10.48,205.07,24.84,4.76,0.22
369,빵 및 과자류,곰보빵(경상도),70,275.1,43.69,6.04,8.45,11.7,193.38,21.27,5.03,0.26
370,빵 및 과자류,곰보빵(서울),70,283.5,41.85,6.28,10.13,10.12,186.76,25,5,0.2
371,빵 및 과자류,곰보빵(전라도),70,293.3,41.27,6.73,11.24,14.52,194.25,24.84,5.58,0.21
372,빵 및 과자류,곰보빵(충청도),70,263.9,42.94,6.17,7.48,9.81,206.34,20.62,4.02,0.15
373,빵 및 과자류,마늘빵,70,296.55,40.22,6.85,12.03,5.21,390.45,8.94,7.71,0.2
374,빵 및 과자류,마늘빵(강원도),70,287,40.58,5.67,11.36,3.99,377.65,5.12,8.16,0.26
375,빵 및 과자류,마늘빵(경기도),70,283.5,39.04,6.56,11.23,4.97,417.07,9.27,4.95,0.05
376,빵 및 과자류,마늘빵(경상도),70,310.8,42.79,6.2,12.75,7.43,383.74,8.18,8.12,0.23
377,빵 및 과자류,마늘빵(서울),70,281.4,38.01,7.91,10.89,3.76,365.59,8.81,5.7,0.13
378,빵 및 과자류,마늘빵(전라도),70,311.5,41.83,7.36,12.73,4.54,412.31,6.86,11.34,0.4
379,빵 및 과자류,마늘빵(충청도),70,304.5,39.05,7.39,13.22,6.59,386.31,15.42,8,0.13
380,빵 및 과자류,모닝빵,70,231.86,36.44,6.9,6.5,5.46,276.07,24.05,3.16,0.07
381,빵 및 과자류,모닝빵(강원도),70,234.5,36.16,7.04,6.89,5.6,271.04,25.21,3.46,0.11
382,빵 및 과자류,모닝빵(경기도),70,234.5,36.55,7.19,6.63,4.23,242.76,25.25,3.38,0.13
383,빵 및 과자류,모닝빵(경상도),70,228.2,36.66,6.56,6.16,4.72,324.75,22.9,3.36,0
384,빵 및 과자류,모닝빵(서울),70,235.9,36.41,6.74,7.07,5.66,271.49,23.38,3.15,0.06
385,빵 및 과자류,모닝빵(전라도),70,227.5,35.81,6.92,6.29,5.81,265.09,20.99,2.78,0.05
386,빵 및 과자류,모닝빵(충청도),70,229.6,37.04,6.98,5.96,6.74,281.27,26.56,2.8,0.04
387,빵 및 과자류,버터크림빵,60,229.96,27.74,4.9,11.04,7.19,191.18,17.81,8.44,0.28
388,빵 및 과자류,버터크림빵(강원도),60,246,29.62,4.1,12.34,6.64,163.77,23.25,7.82,0.47
389,빵 및 과자류,버터크림빵(경기도),60,243,27.65,4.02,12.91,7.35,185.98,15.37,7.45,0.12
390,빵 및 과자류,버터크림빵(경상도),60,234.6,27.77,4.3,11.83,6.82,192.29,21.86,10.07,0.4
391,빵 및 과자류,버터크림빵(서울),60,196.2,25.67,4.75,8.25,6.17,184.64,12.98,0.2,0
392,빵 및 과자류,버터크림빵(전라도),60,234,26.57,7.58,10.81,7.88,222.47,16.66,9.53,0.15
393,빵 및 과자류,버터크림빵(충청도),60,226.2,29.13,4.69,10.14,8.3,197.93,16.77,10.51,0.28
394,빵 및 과자류,페이스트리빵,70,319.59,32.52,5.99,18.4,5.75,295.79,16.95,12.07,0.59
395,빵 및 과자류,페이스트리빵(강원도),70,322,31.53,5.77,19.2,6.05,258.67,20.29,15.93,0.65
396,빵 및 과자류,페이스트리빵(경기도),70,317.1,32.6,5.92,18.13,5.75,295.69,22.42,6.64,0.84
397,빵 및 과자류,페이스트리빵(경상도),70,325.5,32.99,5.51,19.08,6.15,282.58,22.92,15.25,0.84
398,빵 및 과자류,페이스트리빵(서울),70,313.6,33.78,6.59,16.87,5.2,295.58,10.65,8.88,0.31
399,빵 및 과자류,페이스트리빵(전라도),70,320.6,32.43,6.06,18.53,5.95,330.34,10.15,12.62,0.55
400,빵 및 과자류,페이스트리빵(충청도),70,318.5,31.77,6.1,18.56,5.41,311.9,15.24,13.08,0.32
401,빵 및 과자류,카스텔라,70,235.1,36.28,5.44,7.58,21.25,73.04,138.29,2.68,0.11
402,빵 및 과자류,카스텔라(강원도),70,223.3,40,5.1,4.77,27.69,51.83,134.85,1.55,0.03
403,빵 및 과자류,카스텔라(경기도),70,235.2,37,5.58,7.18,19.01,90.95,125.1,2.78,0.06
404,빵 및 과자류,카스텔라(경상도),70,236.6,33.28,5.44,9.08,17.72,89.89,125.19,3.77,0.34
405,빵 및 과자류,카스텔라(서울),70,242.2,35.36,5.53,8.72,20.08,78.62,142.28,2.42,0.04
